Start Location,End Location,Places Nearby
Union South,Memorial Union,"{'Madison': 'Madison', 'UW-Madison Department of Chemistry': '1101 University Avenue, Madison', 'Wisconsin Union Hotel': '1308 West Dayton Street, Madison', 'Camp Randall Stadium': '1440 Monroe Street, Madison', 'University of Wisconsin - Madison Department of Computer Sciences': '1210 West Dayton Street, Madison', 'UW Department of Medical History & Bioethics': 'Medical Sciences Center, 1135, 1300 University Avenue, Madison', 'Union South': '1308 West Dayton Street, Madison', 'Chemistry Library': '1101 University Avenue, Madison', 'Discovery Building': '330 North Orchard Street, Madison', 'Humbucker Apartments': '1216 Spring Street, Madison', 'L&S Learning Support Services': '1220 Linden Drive, Madison', 'Geology Museum': '1215 West Dayton Street, Madison', 'AMP Library (Astronomy, Mathematics, and Physics)': 'Chamberlin Hall, 1150 University Avenue, Madison', 'Subway': '1401 University Avenue, Madison', 'The UPS Store': '1360 Regent Street, Madison', 'University of Wisconsin–Madison School of Human Ecology': 'Nancy Nicholas Hall, 1300 Linden Drive, Madison', 'The Crossing Campus Ministry': '1127 University Avenue, Madison', 'Social Work Library': 'School of Social Work Building, 1350 University Avenue #236, Madison', 'Psychology Research and Training Clinic': 'Brogden Psychology Building, 1202 West Johnson Street, Madison', 'Regent': 'Madison', 'UW Department of Kinesiology': 'Medical Sciences Center, 285, 1300 University Avenue, Madison', 'Luther Memorial Church': '1021 University Avenue, Madison', 'Bascom Hall': 'Bascom Hall, 500 Lincoln Drive, Madison', 'Grainger Hall Event Services': '975 University Avenue, Madison', 'Wisconsin School of Business': '975 University Avenue, Madison', 'Law School Office of Career and Professional Development': 'Law Building, 975 Bascom Mall, Madison', 'Madison Property Management, Inc.': '1202 Regent Street, Madison', 'Chadbourne Residence Hall': '420 North Park Street, Madison', 'Greenbush': 'Madison', 'Fresh Madison Market': '703 University Avenue, Madison', 'Sellery Residence Hall': '821 West Johnson Street, Madison', 'Mead Witter School of Music': '455 North Park Street, Madison', 'Walgreens': '311 East Campus Mall, Madison', 'Witte Residence Hall': '615 West Johnson Street, Madison', 'Lucky Apartments': '777 University Avenue, Madison', 'Anytime Fitness': '301 East Campus Mall, Madison', 'Buffalo Wild Wings': '789 University Avenue, Madison', 'Ogg Residence Hall': '835 West Dayton Street, Madison', 'Chazen Museum of Art': '800 University Avenue, Madison', 'Wisconsin Badger Yearbook': 'Vilas Communication Hall, 821 University Avenue, Madison', 'Memorial Library': '728 State Street, Madison', 'State-Langdon': 'Madison', 'Nitty Gritty-Madison': '223 North Frances Street, Madison', 'Kohl Center': '601 West Dayton Street, Madison', ""Dotty Dumpling's Dowry"": '317 North Frances Street, Madison', 'Saxony Apartments': '305 North Frances Street, Madison', 'Hoofer Scuba Club': '800 Langdon Street, Madison', 'Starbucks': '661 State Street, Madison', 'Pyle Center': '702 Langdon Street, Madison', 'Wisconsin Union Galleries': '800 Langdon Street, Madison', 'dwell The Towers on State Apartments': '502 North Frances Street, Madison', 'University Book Store': '711 State Street, Madison', 'Chipotle Mexican Grill': '658 State Street, Madison', 'State Street Brats': '603 State Street UNIT 1015, Madison'}"
